-2.296233462172037398e+05,-2.294426952246688597e+05,-2.293593776576186938e+05,-2.293251661596758058e+05,-2.292979026520947518e+05,-2.292619128153390193e+05,-2.292379437599178927e+05,-2.292200989557024441e+05,-2.292033653378735471e+05,-2.291961905113828834e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-2.296354864669081289e+05,-2.294432371932382230e+05,-2.293603364547127858e+05,-2.293254571638347406e+05,-2.292980636245214555e+05,-2.292620991227230697e+05,-2.292381112547114026e+05,-2.292200775114062708e+05,-2.292035208717199275e+05,-2.291963094705258845e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-2.296386347132877563e+05,-2.294629696375166532e+05,-2.293800550524987630e+05,-2.293270483262221387e+05,-2.292991578636667691e+05,-2.292620521775771340e+05,-2.292380340056962741e+05,-2.292205560472082580e+05,-2.292034513485680218e+05,-2.291961480997100589e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-2.296470254071772506e+05,-2.294590781174385629e+05,-2.293623980039997259e+05,-2.293260644732582441e+05,-2.292982230524636107e+05,-2.292618438356780098e+05,-2.292379042295572581e+05,-2.292203617613998649e+05,-2.292035177790067974e+05,-2.291963684968806920e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-2.296418884843866690e+05,-2.294427658066960867e+05,-2.293602150202070770e+05,-2.293254502495555789e+05,-2.292979216008167132e+05,-2.292616114688192029e+05,-2.292377507583074039e+05,-2.292203209606808086e+05,-2.292033006176559429e+05,-2.291960312508311181e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-2.296373226378529507e+05,-2.294421965564321144e+05,-2.293595095459827571e+05,-2.293251214988572756e+05,-2.292986049294155964e+05,-2.292645820359425270e+05,-2.292390255758783023e+05,-2.292203418642180332e+05,-2.292033372878850787e+05,-2.291961082193713519e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-2.296376929244369385e+05,-2.294422985532955499e+05,-2.293601729032112926e+05,-2.293255385358470085e+05,-2.292991989581458911e+05,-2.292652801844165369e+05,-2.292393926983443962e+05,-2.292205722212987894e+05,-2.292034468996643845e+05,-2.291966087321852392e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-2.296400757596663025e+05,-2.294435586018888862e+05,-2.293600897919171548e+05,-2.293254358948711306e+05,-2.292988314250902331e+05,-2.292646482384034607e+05,-2.292390776154154446e+05,-2.292204852710967243e+05,-2.292033953561269154e+05,-2.291961693302431959e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-2.296392828377051046e+05,-2.294385844800381456e+05,-2.293598272013145615e+05,-2.293252170675098896e+05,-2.292975783827938722e+05,-2.292615441926464555e+05,-2.292378007181309513e+05,-2.292201625372701092e+05,-2.292033491707665380e+05,-2.291960632801430183e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-2.296351056994482642e+05,-2.294606893338479567e+05,-2.293773724172815564e+05,-2.293269514724498440e+05,-2.293000900421947008e+05,-2.292652072735780093e+05,-2.292393538570965757e+05,-2.292205312080632139e+05,-2.292032822587234550e+05,-2.291964497546795756e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
