CMDLINE /usr/bin/python3 hierarchical_EM.py configs/em/config1cl.json
MEM 1148.859375 1652118083.1699
MEM 4258.593750 1652118084.2150
CHLD 0 388.507812 1652118084.2294
CHLD 1 388.507812 1652118084.2295
CHLD 2 388.507812 1652118084.2295
CHLD 3 388.507812 1652118084.2295
CHLD 4 388.507812 1652118084.2295
CHLD 5 388.507812 1652118084.2295
CHLD 6 388.507812 1652118084.2295
CHLD 7 388.507812 1652118084.2296
MEM 5665.687500 1652118085.2739
CHLD 0 609.871094 1652118085.4318
CHLD 1 522.476562 1652118085.4318
CHLD 2 610.031250 1652118085.4319
CHLD 3 802.414062 1652118085.4319
CHLD 4 502.414062 1652118085.4320
CHLD 5 840.414062 1652118085.4320
CHLD 6 464.414062 1652118085.4321
CHLD 7 590.476562 1652118085.4321
MEM 7647.496094 1652118086.5512
CHLD 0 952.414062 1652118086.7577
CHLD 1 393.320312 1652118086.7577
CHLD 2 950.476562 1652118086.7578
CHLD 3 789.382812 1652118086.7578
CHLD 4 411.195312 1652118086.7578
CHLD 5 447.355469 1652118086.7578
CHLD 6 789.382812 1652118086.7579
CHLD 7 789.445312 1652118086.7579
MEM 5508.398438 1652118087.9284
CHLD 0 789.382812 1652118088.0711
CHLD 1 789.445312 1652118088.0711
CHLD 2 789.445312 1652118088.0711
CHLD 3 390.851562 1652118088.0712
CHLD 4 447.414062 1652118088.0712
CHLD 5 473.878906 1652118088.0712
CHLD 6 390.804688 1652118088.0712
CHLD 7 391.003906 1652118088.0713
MEM 5105.484375 1652118089.1094
CHLD 0 789.382812 1652118089.1964
CHLD 1 390.832031 1652118089.1964
CHLD 2 390.847656 1652118089.1964
CHLD 3 474.011719 1652118089.1965
CHLD 4 390.777344 1652118089.1965
CHLD 5 611.285156 1652118089.1965
CHLD 6 474.097656 1652118089.1965
CHLD 7 474.296875 1652118089.1966
MEM 5133.636719 1652118090.2427
CHLD 0 390.859375 1652118090.3441
CHLD 1 390.832031 1652118090.3441
CHLD 2 611.253906 1652118090.3441
CHLD 3 501.867188 1652118090.3442
CHLD 4 474.070312 1652118090.3442
CHLD 5 948.433594 1652118090.3442
CHLD 6 637.757812 1652118090.3443
CHLD 7 563.957031 1652118090.3443
MEM 6658.992188 1652118091.3939
CHLD 0 474.093750 1652118091.4873
CHLD 1 476.937500 1652118091.4873
CHLD 2 589.796875 1652118091.4873
CHLD 3 950.058594 1652118091.4874
CHLD 4 435.730469 1652118091.4874
CHLD 5 784.574219 1652118091.4874
CHLD 6 947.945312 1652118091.4874
CHLD 7 947.960938 1652118091.4875
MEM 6315.914062 1652118092.5246
CHLD 0 643.816406 1652118092.5973
CHLD 1 551.933594 1652118092.5973
CHLD 2 947.800781 1652118092.5974
CHLD 3 455.117188 1652118092.5974
CHLD 4 947.730469 1652118092.5974
CHLD 5 455.000000 1652118092.5974
CHLD 6 784.601562 1652118092.5975
CHLD 7 455.382812 1652118092.5975
MEM 5746.792969 1652118093.6668
CHLD 0 458.660156 1652118093.7856
CHLD 1 947.933594 1652118093.7856
CHLD 2 787.464844 1652118093.7856
CHLD 3 397.167969 1652118093.7857
CHLD 4 787.394531 1652118093.7857
CHLD 5 469.777344 1652118093.7857
CHLD 6 397.058594 1652118093.7858
CHLD 7 480.550781 1652118093.7858
MEM 6012.445312 1652118094.8774
CHLD 0 398.402344 1652118095.0296
CHLD 1 785.000000 1652118095.0296
CHLD 2 455.218750 1652118095.0296
CHLD 3 617.671875 1652118095.0297
CHLD 4 397.031250 1652118095.0297
CHLD 5 617.425781 1652118095.0297
CHLD 6 419.636719 1652118095.0298
CHLD 7 820.210938 1652118095.0298
MEM 6301.929688 1652118096.1053
CHLD 0 397.152344 1652118096.2277
CHLD 1 397.257812 1652118096.2278
CHLD 2 397.097656 1652118096.2278
CHLD 3 954.117188 1652118096.2278
CHLD 4 480.320312 1652118096.2278
CHLD 5 954.023438 1652118096.2279
CHLD 6 405.824219 1652118096.2279
CHLD 7 954.226562 1652118096.2279
MEM 6129.726562 1652118097.3189
CHLD 0 499.105469 1652118097.4417
CHLD 1 457.210938 1652118097.4417
CHLD 2 447.050781 1652118097.4417
CHLD 3 418.707031 1652118097.4418
CHLD 4 499.980469 1652118097.4418
CHLD 5 787.394531 1652118097.4418
CHLD 6 954.007812 1652118097.4419
CHLD 7 790.578125 1652118097.4419
