1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,run,cl
1.013633092009832114e-02,1.983466977873309112e-02,2.187337054551582571e-03,8.072623930998087928e-07,3.365184715928184046e-04,1.500981491505437018e-03,5.388635518749431558e-03,2.581229671560349159e-02,8.535491656460872725e-03,8.717760474014011815e-03,1.236254004957489799e-02,5.338162826269415330e-03,3.316521654146995044e-03,3.296821174200090243e-02,4.360509224575790516e-02,1.118614448041343606e-01,6.526353441843611540e-03,4.468519051100017236e-02,1.798684800039149559e-02,7.818215311224914000e-04,7.280951111241848982e-03,1.140645875770508874e-03,6.081742005166518306e-02,1.573833462030914052e-02,1.154195842978048697e-02,1.289245304360320862e-03,1.955180043310583357e-02,1.705218896709881013e-02,2.759047419527665621e-02,1.542789681533239012e-02,7.461341669838353645e-04,8.898393170345911957e-05,1.971362491542679937e-02,2.333151861262709947e-06,2.235924130778565305e-03,2.451689897013263272e-02,1.666893687854864668e-03,1.196075155522233376e-02,2.054202871510872348e-03,1.386070482504614919e-02,4.925156628908976091e-03,8.273782136625512651e-02,2.328904810502578290e-02,3.213357979833065398e-02,5.871471161347992544e-04,1.509597461817146526e-02,6.926199559342179415e-03,7.745618155147953416e-04,2.099589328723103915e-02,1.811051966546444944e-02,2.912262995571484291e-03,6.833875908367965935e-02,4.016768945731801345e-04,1.775782573702049463e-03,7.327626160769045924e-03,2.039050407129338813e-02,7.886592065276110466e-03,1.351510942549031223e-02,1.481951215170943469e-04,5.288888211200925291e-04,1.773252175117360011e-02,1.218175866751154170e-02,1.772392710993319839e-02,7.400109137603615335e-03,1.000000000000000000e+00,1.100000000000000000e+01
6.561187052256649971e-04,3.804675811472932670e-03,2.957245339224191111e-02,4.970664625525499786e-02,3.987400678655025244e-09,4.421924555186664690e-03,1.170619178331290360e-02,4.367858844368344151e-02,4.557958234513420810e-03,3.983838144563172159e-03,2.469654556170569615e-03,9.000062363002613725e-03,7.105542524036509433e-02,4.279779051610802659e-02,5.526648116338449268e-02,8.545652144644333426e-02,8.021067982310149669e-03,6.224894774161442157e-02,5.082411666039456793e-02,7.867220813307589100e-03,4.597291425353813681e-03,4.104272404104499814e-07,4.636195397755846215e-02,8.069554894023483332e-03,7.365211302050816630e-03,6.609827260990648774e-03,4.328139621457153911e-03,3.426594286870286721e-02,3.142685372032829466e-02,9.628854588217308471e-04,6.841115463071269956e-11,1.857979238846516621e-03,3.383995862618936062e-02,5.277123516424715374e-03,3.770512436118483510e-03,2.035913101700114608e-02,4.174803448294465286e-03,5.959052558622223404e-03,3.933632394486130668e-02,5.206124960356301595e-02,4.837528697398682867e-03,4.552794621517973137e-03,8.256386218437727215e-03,1.218327230773223399e-03,6.080054996603970890e-03,2.348811852931505934e-03,2.692090302457959827e-02,1.403877921093915928e-14,6.159915090571000534e-03,8.008046047713646578e-09,5.681771311778877412e-03,6.476043826252249683e-03,2.664079001095555257e-03,1.353349542376194523e-03,2.417168003745666458e-03,2.857322017770733830e-02,4.668933227111150637e-28,5.323782903474199094e-03,2.009094609623608219e-05,2.302105120089408506e-03,1.743863098738824934e-10,4.344716322040207010e-37,1.028960025912896425e-02,1.680416578217848803e-02,1.000000000000000000e+00,1.200000000000000000e+01
9.252145557130057722e-05,8.025274832946623776e-03,1.502218644495247057e-02,4.502533079182798048e-02,6.158606867027420842e-03,2.994747341817909890e-10,3.368990817886920869e-02,2.496819797640188396e-02,4.063024179129778868e-03,3.369015175211369662e-03,2.127014833866668758e-02,2.299291225680722556e-03,1.396977527757489387e-02,1.780750834951073253e-02,4.147302046726120128e-02,2.774362183095601536e-02,8.611235488763797912e-11,3.055898332544783325e-02,2.636302480511160118e-02,1.691137919817622265e-02,7.012459694340234147e-03,1.255254717674847247e-02,2.872683980070837514e-02,1.391603009828686066e-02,4.828048391870017053e-02,9.707240007005148857e-03,2.149048594932212453e-02,1.729373310769510494e-02,3.038958025906211488e-02,2.908297212420504416e-02,1.227572623191318206e-02,3.557006500569224669e-03,1.626563675342401413e-02,5.263246163987864157e-03,5.021021830518880742e-03,1.357249660138085644e-02,6.355019090795860359e-03,5.068055087991937824e-02,1.350125454393252128e-02,1.048415517376972972e-02,7.741903636553752917e-03,4.156049012861132153e-02,1.079893086204071137e-02,8.587224216842943847e-03,1.282456688851273986e-02,1.851987234951482653e-02,2.115504261011849282e-02,8.022573613663677022e-03,2.825384056565753699e-02,2.698757278313109497e-14,1.248909670869263570e-02,1.999481303348332392e-02,1.266266148911508391e-02,3.831902615647519387e-03,6.037718458965226145e-03,1.404679815023968971e-02,2.084031926490504533e-02,1.513078716318774948e-02,5.275474152961223977e-05,1.261026475045118680e-02,1.214244058040216297e-02,5.298798439916339864e-03,1.052631579273596331e-02,2.631578926989227869e-03,1.000000000000000000e+00,1.300000000000000000e+01
6.734987061230987082e-04,3.484142473769484549e-02,9.820408522177564298e-03,3.563238365620581549e-02,1.616015991525782134e-16,1.091318220818253465e-11,2.603503630503944954e-02,1.636421062588331796e-02,8.746695071855232688e-11,8.368925093024210879e-03,5.908658356786443931e-03,3.970305175918609946e-10,6.327590880896792613e-02,3.648813205460708919e-02,3.216396580165405833e-02,7.057572918536110518e-02,4.524209998640464983e-03,1.962691847041889148e-02,6.224522718287700540e-02,3.683100736922026782e-36,1.034902891964656364e-45,1.162338881407155335e-02,4.610527630770584057e-02,9.800351084992733885e-03,3.185238710370956136e-04,1.263036410520853858e-16,8.062808360894151887e-04,2.018826870228517109e-05,5.402584252774556700e-02,1.862617103398814603e-02,7.465843064706788092e-10,7.912751580496807727e-03,3.161273977024787324e-02,2.252018624865959051e-02,1.469159100479380982e-02,8.221993567937240996e-03,2.286156590830080992e-02,1.339548114212487512e-02,1.480206261448106277e-02,1.567382370990467663e-02,2.183450753101087903e-14,3.677530965422556364e-13,8.127846827476333316e-03,2.800410881327892315e-02,5.326173036208575219e-03,3.179328503257089489e-02,8.170748163861849683e-03,3.490421582746729406e-03,8.137605295627207622e-03,2.381767174297268197e-02,8.358124575735936637e-35,1.942145152922909040e-02,8.102759976093410269e-03,7.611056597444229910e-27,2.494480580844433350e-42,4.305894356844487680e-02,1.289725780281976257e-02,4.900725860560402862e-07,3.398671361413364350e-19,1.190886826425376353e-21,4.852374026895960729e-02,9.702025028891320886e-08,1.593954156255006360e-02,1.562500066519808412e-02,1.000000000000000000e+00,1.400000000000000000e+01
4.195696646226986480e-03,1.102884861524283319e-02,1.501806725670805365e-02,1.810860140437944507e-02,1.028901066400495466e-02,3.585502828491773254e-07,2.314944459622859246e-02,3.609706437155082298e-02,1.392888427033276585e-09,1.637408648391082758e-02,1.945428695888531826e-03,6.558629123358894697e-06,2.980490167729028458e-02,5.149514899706453264e-02,4.264724106820102362e-02,1.318550599373557175e-01,2.774608352508210144e-03,2.216614513992155519e-02,3.520390350391491840e-02,1.980728085794935048e-02,9.947994579800684828e-03,1.204812465763933568e-02,3.709880300242366508e-02,8.285388168503750317e-03,6.380045654210650917e-03,1.363909895095456216e-02,2.801440113951099778e-02,5.257525495059819400e-03,4.207381150372989376e-02,3.970970874745722672e-11,2.957873779620829886e-03,1.491697538218047982e-03,1.532181486957125832e-02,7.959078183939592363e-03,1.706973903686626395e-02,1.784408499200584169e-02,7.563289200906000986e-03,9.702628782164969545e-03,4.338531757954090101e-02,1.739661969945077366e-02,1.007135866893088018e-02,6.017960999847186097e-03,2.581150370687742765e-02,3.173388956857984416e-03,1.643458307472396053e-03,5.874129351771222030e-03,2.725680068937398268e-02,7.342723050279638863e-08,3.026629863806909980e-03,1.041687239730453886e-02,6.890302846013408693e-03,3.507968177978989075e-11,2.026644740143512446e-25,9.546212521477668439e-03,3.705658863026669355e-03,4.069519619093635993e-02,6.338476068797363645e-03,4.747198871637111663e-03,6.931686068067452528e-14,2.519968110235502293e-11,3.042813142400491641e-24,2.211476538085642429e-02,2.492009006419861061e-02,1.234512906876588344e-02,1.000000000000000000e+00,1.500000000000000000e+01
9.496878371869457366e-03,4.381735907720583911e-02,1.227457099288754502e-02,1.870765786285288890e-02,9.227304887651708936e-08,5.800294545449740583e-18,1.032779293199449083e-02,4.300374469557412260e-02,7.461931725532046597e-14,3.647292291801483566e-02,2.749657422448057928e-02,1.004892595425505540e-02,1.957942314525090363e-02,3.746067025689154423e-02,1.745123544215774689e-02,3.994751101954668177e-02,1.768591009726445604e-02,3.584773186145304852e-02,2.484470206596273156e-02,6.607436690168055904e-03,1.177723461557622295e-02,2.156463769961621327e-02,3.098208299859759110e-02,1.969940354661097945e-02,4.249723012716574710e-02,2.150119476645163605e-02,7.844774008259445424e-05,2.575525658043071459e-02,1.863304004054017193e-02,8.319066174738673144e-03,2.524159362167396198e-02,1.908776760559609612e-02,1.524463105211560701e-25,7.337854724463980930e-05,6.229521065664066720e-13,3.459877763199370460e-02,8.477468802761543160e-03,3.015723361495216762e-02,1.240278072026875129e-02,1.869916001524294866e-02,1.009996631280938838e-49,2.899828338801755875e-02,6.146009396592965954e-03,6.867479571184799097e-21,1.525581965852410710e-02,1.113080034931500452e-18,1.242236024856094127e-02,9.887378331668292743e-11,6.931977843416998325e-03,2.984188128373760351e-02,6.226242594335571964e-03,1.368240828526843048e-02,1.846809939383510513e-02,1.251048103241751523e-02,2.550277048845881866e-03,2.087533096329225249e-02,6.212308780665302954e-03,2.853311510729607953e-02,7.651214044374944623e-03,6.017310377614721283e-03,3.121845907179027798e-05,1.081758713842180010e-02,6.211180125715838954e-03,8.067666454841806370e-146,1.000000000000000000e+00,1.600000000000000000e+01
5.543904508488467726e-10,1.636687714566700116e-11,1.239092435903241772e-02,3.220930060842455700e-02,1.611556083753324251e-09,9.460511308865313049e-12,5.782162599296231404e-08,2.443197187480303581e-02,1.463514878784124640e-03,1.599752399356086513e-02,7.277051720784558112e-12,1.891087536117542784e-04,3.888821158096364417e-02,1.520870255256444870e-01,9.028020152679870625e-02,7.815455927742750997e-02,2.814384553819600579e-02,4.834978070237844899e-02,2.091800405743311775e-02,2.208676522645903861e-08,1.387146171493673752e-09,1.414891023825193250e-15,7.583090051281043964e-02,1.028190243721978138e-09,9.202876118970027865e-04,1.088569381943854151e-06,2.294816184937151400e-03,1.367120777067968879e-03,1.585465683159287958e-02,1.537004977390457003e-06,7.945314683969545565e-10,2.375215660918858518e-14,7.424978743520833924e-03,7.014092977309316357e-03,4.475814912451527153e-11,2.885510455391236337e-02,1.052614454963895950e-07,1.699239273889388557e-05,7.809894550074999997e-02,6.474816934036675686e-02,3.946364040023024773e-03,5.158726192697883556e-06,6.984367803652120552e-03,1.468404875382159631e-20,5.863120085552387710e-13,7.248012009938839647e-11,1.665216211867280582e-02,1.236653019957445823e-16,2.978539221997747455e-02,1.305336532290081024e-10,2.622274255126141026e-10,7.935821411205100778e-08,1.364747813109252811e-03,2.062653582212792269e-02,2.129162822395239555e-12,7.585361191443813766e-02,2.110659289399095233e-09,3.204830659399112750e-15,4.807647011661181740e-07,1.032499190546577305e-03,1.289187376921622990e-15,5.540519472567270506e-13,8.944692125824138182e-03,8.871051221485572527e-03,1.000000000000000000e+00,1.700000000000000000e+01
1.940028766863811233e-02,5.479752268146065382e-16,8.629297743190338446e-03,1.017625321003306341e-30,3.296018548793530770e-06,1.955494192864563885e-02,9.621935637469332392e-03,3.471803123243281941e-02,1.534121609493815236e-02,8.975362273363688206e-03,2.174578844329251210e-30,3.303381296957497340e-08,3.801597852844255943e-02,3.430165321304128045e-02,1.091248681566613901e-171,2.367349601944405621e-02,1.859489747672375681e-02,1.743187931244705516e-02,1.043124574451608499e-01,2.151707069748063847e-02,1.171516150313777968e-02,2.794461441174430141e-02,1.372223478291705046e-02,4.794749728961805735e-02,9.413511434603775985e-03,2.695086476261664837e-02,6.551819545512577170e-02,2.261842950333401228e-02,2.770824914637428368e-91,7.667887413136313201e-20,4.864970515436016022e-06,9.302679928143852903e-03,3.708542520110289151e-69,1.716984608340551763e-02,2.962304692647041818e-146,8.901261555426252456e-03,1.022482271362974530e-02,4.373831834234451495e-16,1.051975492963432013e-02,2.121457516247462691e-02,3.195856167507191446e-31,3.671753883062619378e-02,4.769009197397731936e-02,5.468825219142581934e-02,2.677865083659366693e-02,1.114453653476817595e-02,8.697561912386386415e-03,7.612432056344210784e-09,3.214722800901361908e-37,3.739203234400795302e-27,1.676802376544695231e-02,1.765309951133487223e-02,3.368113525506510539e-03,7.434202025950910715e-60,2.406944025506412388e-50,2.504058700357395645e-04,2.623874859486263904e-57,5.792758279813202242e-05,8.990070393904113482e-54,9.882209881455785065e-25,8.738273288435126004e-03,2.062224516822279766e-02,3.478251388997340848e-02,3.478260869592868232e-02,1.000000000000000000e+00,1.800000000000000000e+01
2.525431481869855506e-03,4.363985835676378704e-03,8.780812229090361951e-03,2.861731304292048847e-02,7.213835646007523891e-10,8.361343498983367053e-06,4.207760555331207381e-02,2.511775046885540014e-02,4.360951735666558648e-16,1.310154832592947370e-02,4.714144166822020253e-09,2.421781185241747916e-02,6.387294941385047997e-02,5.000389717747859286e-02,4.813665398982859556e-02,9.473464854448679362e-02,5.475825519452006427e-14,5.777036702353018083e-02,6.321014409437851478e-02,4.018446097622209098e-03,5.501475048986347573e-16,4.309038441709968359e-04,5.241444222836588035e-02,1.315254985055180513e-03,3.077709507866157202e-03,1.641305055118827058e-02,6.560644044981500320e-03,2.910373925079411117e-02,5.825256606269722109e-02,3.361804162664444769e-03,1.168581688544789497e-07,6.551901805215511731e-31,2.705052430739336017e-02,4.121714300140433621e-03,8.591988933076871032e-03,2.459961841438425278e-02,1.052929594014873418e-02,6.382377152053840715e-03,4.982580190695612421e-02,4.628471059138894450e-02,9.815148443707567408e-21,2.829697296016992544e-03,1.031490832176776284e-02,3.560474041418908771e-03,2.209965443150088702e-07,1.429196353808801296e-18,2.615622163826500715e-02,6.159473132629986342e-10,2.908015884594928680e-04,1.423625530635990594e-02,1.217352496438181923e-47,3.692850031378965524e-03,1.045022228551445823e-17,3.137348361083677154e-03,4.368584801753428438e-11,1.742356093754768645e-02,1.169058387934302683e-03,1.498292802078900860e-26,5.704399418298823409e-21,2.273159492498938190e-03,1.047509154565034496e-02,3.503652970895147160e-03,1.177471541862072646e-02,1.028798805410013374e-02,1.000000000000000000e+00,1.900000000000000000e+01
2.611195363697133009e-02,2.319927032615692539e-02,7.036348668685470705e-05,2.825394421995946603e-03,2.219697292199072295e-09,1.306268202504813972e-02,6.509155319579177333e-03,3.182124296353752713e-02,2.877768094307440929e-03,1.260184166676329466e-02,1.308603858145571293e-02,6.646103792007197015e-04,2.645346651458904338e-02,1.352548574559350909e-02,3.047450444734264505e-02,2.317357122367291050e-02,1.581029256876284941e-02,1.280179369064467394e-02,3.473222255084814497e-02,9.038152590541793235e-03,8.735946422087057656e-03,8.428585420056930639e-08,4.517568941188392084e-02,1.089283322746779220e-02,7.321017586908490195e-06,1.814437468118874561e-02,5.789675338505057521e-03,1.722324242922851356e-02,1.133577108225372436e-02,1.701026352310722883e-02,2.088728483597145576e-15,2.504938128241038925e-02,2.294248975327622606e-02,1.982417332129689843e-03,1.483778695000875275e-26,1.267338312603939234e-02,1.472318742120244314e-02,2.029489433137298857e-04,1.136764799014322071e-02,1.314497910383171514e-02,6.617782291476326370e-04,1.102578590941881084e-02,3.290565775962901035e-02,4.442864126271367509e-02,8.526679934135830504e-07,1.088433150146608623e-02,5.363621249300154145e-03,2.947116781251191142e-02,1.445115344534302938e-02,2.066315883958086755e-02,1.953904539876256952e-02,2.379695381960839073e-02,2.939452734122716560e-03,1.662154034054891955e-02,2.372933678086332210e-02,3.252932535203349046e-02,3.593457594353414303e-02,1.711789730043392424e-02,8.208036533832011733e-03,8.232437918059248849e-03,3.334785004925749918e-02,3.913099217002802971e-02,3.377495815690321340e-02,4.340364675062795309e-209,1.000000000000000000e+00,2.000000000000000000e+01
1.042486846155025374e-17,2.084998161783522145e-14,1.845110555437095201e-05,9.617735214962599977e-02,7.760002803731045873e-21,3.571082455933051267e-10,1.247048486200062203e-04,4.944636305823693623e-02,1.105718600556961775e-10,1.049874234319509956e-06,5.108336526845614368e-10,1.265069337676002950e-04,7.496814150761438311e-02,1.032542033057491510e-01,8.976839378677438364e-02,7.945250820786263490e-02,1.819997965634346723e-02,2.417157283709590876e-02,2.263914242704485186e-02,2.818510487078491021e-03,2.588078055551108064e-02,2.614781376610334398e-10,1.288414652795051921e-02,2.551584347075220964e-03,8.482001144931130041e-15,9.510176557370558737e-04,1.570721036142003868e-08,4.377293530126739191e-02,1.514948786259708892e-02,4.415908568347293595e-10,1.146356033690963700e-15,3.806847021348464177e-13,4.234418824047152252e-02,5.888288699228659551e-03,7.394639120467861719e-17,2.006576955061937020e-02,1.857268523405341737e-06,2.206243418133974793e-09,2.177128210988465637e-02,6.699553218392455267e-02,2.068017539276995456e-10,9.847351949752170359e-08,7.156559805368799265e-03,4.850930694500681016e-16,4.917567566292383722e-07,3.979066709564471745e-19,2.982144706876000209e-02,1.075138853785776223e-19,1.544285776515194955e-02,1.623212045559516661e-06,5.180277462492327440e-14,1.295129999643207692e-02,8.505392738573090464e-08,3.505732788065057774e-03,1.906981225534896181e-11,1.016996642728510980e-01,1.253106426157701787e-22,1.659025348774911032e-03,1.059140772568084063e-12,1.590826315009078546e-03,5.150549818483111464e-13,4.445755751397295966e-03,2.300762080601756205e-03,6.169925721232729907e-101,1.000000000000000000e+00,2.100000000000000000e+01
1.530703527353012371e-05,4.501822342444737612e-02,2.354588546442954941e-02,3.342389866786951019e-02,2.294108466404710597e-02,7.283118855665455041e-03,2.579217319530821475e-03,2.214946731789124365e-02,3.695551457154026137e-02,1.780712920626305665e-02,1.141796402885815692e-07,2.169912135274427653e-02,2.152316138270689294e-02,5.564137945075918815e-03,3.323121146306227958e-02,2.368304868555215839e-02,2.558828912367893019e-08,2.743179966677975964e-02,1.271361476205501440e-02,8.846682772174522050e-03,5.999961656440275237e-03,3.670014637167128176e-03,4.534775095146265089e-02,1.190005477606142711e-02,4.420793842427749726e-02,3.401826296423490076e-02,9.647406369711113150e-03,1.424278607004180970e-08,3.188444671531899532e-02,2.515759673398970664e-02,3.366833999277536149e-08,3.207470248613270708e-02,2.674953846486855663e-02,1.403457024260445933e-15,1.632465491823044054e-02,2.847558158315285914e-02,1.394363177915020242e-02,1.812685706379909070e-03,4.545511985676629202e-03,2.057192994715499948e-02,4.122854574205214571e-19,2.663345991797582551e-02,1.307377013544539467e-02,4.457907900179260835e-02,4.500335633465567600e-03,1.076159800261943314e-02,1.868970190681923382e-02,5.888450610336261695e-18,5.012046106306754234e-03,7.056937684950565122e-04,4.300389400725437156e-03,1.758426652489381709e-02,2.652611957208624027e-02,5.215191688788010232e-03,2.118869151783109956e-10,1.303037554837795965e-02,2.126694772426292515e-04,1.950957341396438241e-02,7.248720578363958934e-13,5.293666428639429329e-03,1.115348149860919368e-02,3.727650910396647279e-03,9.449433574961408483e-03,3.729801494020765218e-02,1.000000000000000000e+00,2.200000000000000000e+01
6.739351671274033517e-04,6.477713148887806124e-03,9.115996804103366699e-03,2.442717995874541317e-02,9.834411972543545276e-10,4.302167907078825217e-03,1.768407962039719380e-02,1.352001964381208815e-02,1.699337013517908390e-02,1.161704323607279203e-02,1.132185236849755222e-02,1.156909385627647103e-04,3.410956738335478577e-02,5.646939912909030440e-02,1.547859558515442616e-02,5.364612199327092878e-02,1.230552889074503463e-02,1.955582240333407842e-02,2.269968449897470653e-02,1.884416557672693778e-11,1.072413571915077114e-02,5.431599428106274018e-04,4.183536705931357319e-02,9.306860628317749524e-05,2.182930043517893639e-14,4.658941404547574036e-03,2.902959905187146514e-02,3.640196342363836296e-02,3.404254999064396797e-02,1.310351073454489590e-02,1.512968713779593542e-03,9.950941160688274792e-03,2.148253727963124818e-02,3.206272929111294006e-03,1.617746452552208669e-02,1.496024330338677037e-02,2.025290162308229693e-03,1.600358335397511142e-02,3.797195993758870070e-02,4.367389858996346269e-02,7.403556823346480004e-07,2.016470623614158644e-02,7.849196445021178886e-03,4.906425063537182309e-03,2.337479831332834549e-03,6.858331675656933676e-03,2.390047890420606350e-02,7.750187735371058312e-15,1.515268839330334225e-02,1.163615331704896672e-02,8.404067085247561922e-03,8.171446975355125403e-03,1.241814293420400242e-02,1.134119308436136279e-02,1.454006915562388279e-02,2.265052403119966612e-02,4.587057211025768361e-14,1.146190734398821326e-02,1.415279316970703347e-02,7.200902277589633048e-03,7.628734591978586672e-03,4.642271237087352426e-02,1.870282949127070882e-02,5.618725156316158736e-02,1.000000000000000000e+00,2.300000000000000000e+01
1.493208921648167369e-02,7.996473185612943888e-03,2.114615812916939563e-02,3.831714953705647828e-03,9.898080108658183977e-06,8.392079052985591773e-06,1.586806761955278020e-02,7.462686325961991399e-03,9.372516147929433467e-03,1.634954614744339729e-02,7.589804833335296944e-03,2.838858634190292649e-02,6.327327858978907746e-03,2.839129365168918326e-02,7.038429310360439298e-03,3.721081221229959046e-02,6.948872075084515029e-03,2.958853106305035091e-02,3.710589735259047645e-02,2.326671618114395726e-02,1.472407128867365272e-02,2.535655413933056088e-02,1.477725445276758913e-02,7.147749555070414228e-03,1.249289540741531802e-10,2.939508437557643294e-02,4.491489493749045714e-02,2.249516703523813874e-02,2.385604181574981289e-02,1.123473930094012752e-02,1.022458773846227076e-02,5.732699602853251243e-17,2.240429518649386664e-02,3.006044557414566665e-02,2.239844817885996639e-02,4.662496169648095662e-25,1.113690442202962434e-02,1.510990695407582116e-02,2.034033398012421306e-02,2.989677425022675347e-02,6.742845042952293387e-32,3.740190647061163772e-03,7.446451919480666717e-03,4.860436646019069499e-05,3.371277140456093585e-02,3.731222231707519241e-03,3.731343283582089481e-03,1.941746459030040811e-02,2.096140801910118673e-02,5.002479400662108999e-02,9.976575118583338110e-134,5.439794394613775216e-03,1.161954009248245510e-02,2.238537065422658429e-02,7.301279137949888420e-03,3.731358180951618430e-03,1.198559310031310256e-02,3.748454657069670397e-03,2.159790888552965554e-02,1.100215590078346996e-02,1.111259677745494480e-02,7.914228812829282589e-02,3.812343545817830325e-03,4.940656458412465442e-324,1.000000000000000000e+00,2.400000000000000000e+01
2.044610751081569890e-12,2.689718146393356130e-08,1.067661193775927184e-06,8.367954103094854545e-02,9.439713639068691172e-15,3.183996196945841817e-17,9.727782577767277953e-04,6.987809597778232851e-02,7.476440222591299056e-12,1.836434428139491777e-07,2.345802826293316302e-09,3.251417982427170367e-02,1.183173759258922477e-08,3.484370532810290855e-02,7.011690594825757683e-02,5.187212204293885354e-02,3.966431870899756634e-05,1.903455644362449586e-02,2.366814289792330481e-02,1.103723752900525769e-07,2.202489163663262639e-02,3.137211346211973308e-08,2.712281052360525704e-02,2.107229006674809075e-12,3.370793929921791013e-03,3.353001160529912373e-04,1.397616210743407583e-02,6.372323898394342823e-02,3.937688466977964930e-02,3.375107153715950633e-05,1.547244605463555339e-10,1.551327321076274707e-12,4.967847332376310737e-02,4.420165269010592840e-08,2.833725293463433895e-02,2.610089609235970859e-02,1.254631927939329233e-13,5.478970367890399762e-02,1.417773231035856021e-02,6.393237978766082297e-02,2.019487036329192285e-05,4.600761090910521385e-03,5.661787336921011646e-03,3.165905227202103070e-10,1.197066097453882646e-07,1.150685729187123085e-02,4.461569970345807129e-02,3.613283257437881466e-09,4.618549158448227200e-03,2.575677693947240124e-02,3.303435995054554430e-02,1.020769238375267826e-07,2.087165436186552213e-07,1.481310383132125640e-03,7.060454236350227322e-12,2.908497882803185233e-02,1.734853435876463951e-04,1.305343223142901536e-13,1.382931634980544711e-03,1.080647011367427343e-02,5.373524711370262677e-20,2.969596568405934882e-07,7.100188257531519012e-03,2.655347596981107519e-02,1.000000000000000000e+00,2.500000000000000000e+01
5.401346077196670376e-24,5.759934484461066290e-03,2.355079723475349968e-02,1.169145670198647180e-01,1.313526974380002765e-40,9.041522223108112689e-08,1.690536719585609277e-02,4.367718904090580473e-02,4.537062227449259253e-21,4.065518939009807978e-32,1.819862790947681640e-11,1.126203030710525131e-05,5.817716016829957253e-03,8.119986657327226528e-126,1.714419844184738029e-01,1.245242870097288679e-01,1.229397680848526297e-02,1.582144236780205424e-02,1.753140894835925668e-169,8.667223334463482381e-12,2.238293523399916343e-02,1.315303893359915212e-03,2.879625509516427553e-02,5.141013867600827819e-03,1.802304082275906633e-02,7.280071771071414989e-03,9.019879671634843866e-06,2.427061865254556000e-02,9.792958639287637629e-03,1.788382539646855287e-04,7.193286012430382096e-19,9.762334382282834844e-03,2.455322868925674876e-02,1.945730754340843614e-127,4.934775639400113337e-03,2.427658971517478170e-02,1.490542447369222029e-49,2.983562892187299406e-02,7.656303888637222554e-02,1.454316697542268333e-02,4.555112172144311876e-03,1.171928813892283462e-02,1.290155478183375483e-02,1.527767012853086404e-03,2.846262438474743535e-15,7.933925222925136342e-03,3.907459780296200960e-18,8.357886260463171728e-37,1.446213178501820282e-02,3.414186141025989107e-03,5.307456091814396846e-32,1.100791783846716055e-52,4.682385642515950012e-03,1.700091291459686237e-20,1.767395844387854159e-02,6.045575609172435666e-02,7.673629220096096416e-30,2.196002417295892741e-51,2.528973512658737336e-18,1.778388027587052561e-86,1.541989045578683619e-39,6.408804737948727874e-33,4.830917874422174969e-03,1.746558330396998093e-02,1.000000000000000000e+00,2.600000000000000000e+01
1.418662985024135517e-06,6.356922870106966944e-06,1.483521977017584516e-02,1.097737828456989972e-01,9.933623155596413417e-11,1.394748234383886218e-10,1.005206528983190044e-07,4.935290281120923578e-02,1.243333498965024920e-05,2.535032114674648870e-09,9.631801914082349690e-05,3.173295824386491992e-02,4.516236095880375723e-02,2.758948175695699265e-02,4.820752791472772414e-02,1.038380345925566939e-01,1.678801176495724017e-04,5.676861246605068023e-02,3.955194518455160298e-03,9.843546974231707353e-03,3.468918153471669055e-03,2.178043754214591063e-12,4.285928115367228231e-02,2.351275707350754726e-10,4.016799847644389523e-07,2.106309827382245661e-02,3.345547467123259600e-04,1.742595368471653097e-02,5.070289389145822556e-02,5.182552470495717458e-06,3.613717818574320832e-10,5.150570865491585534e-09,4.892909172871165446e-02,9.245768098990971409e-09,9.962876936207495926e-04,5.349521450989228044e-02,5.964457958978730038e-06,2.127483900827326774e-02,4.097222841602983674e-03,1.764004743673455375e-02,1.116283099711987180e-03,1.502205522351840399e-13,2.681060226845842324e-03,1.022746293716647381e-08,1.045261761999310188e-07,6.603678298623288694e-08,1.370177983927799159e-02,4.965805120863898295e-11,2.689935621334521229e-02,3.357292671346456120e-02,1.037934360828563189e-05,3.709625392848690806e-02,1.266532405668086968e-04,1.169717699551393648e-05,7.409451914391806749e-06,4.424742965637974007e-02,1.413597897808555586e-05,1.306824549489022519e-02,9.561642188638890232e-05,1.873395428745285723e-02,1.983547687148649625e-12,9.855763154106443776e-06,5.036767081544573331e-03,1.992691522630000989e-02,1.000000000000000000e+00,2.700000000000000000e+01
