4.762311279773712158e-02	6.440507620573043823e-02	2.810236625373363495e-02	2.120294421911239624e-02	5.241633206605911255e-02	1.176184266805648804e-01	1.564974710345268250e-02	2.243642508983612061e-02	5.463491752743721008e-02	1.161782965064048767e-01	5.408220738172531128e-02	1.315763033926486969e-02	2.260740846395492554e-02	1.059984788298606873e-01	3.267247229814529419e-02	1.133626792579889297e-02	3.834672570228576660e-01	5.711061954498291016e-01	3.044137544929981232e-02	3.692892193794250488e-01	1.628228127956390381e-01	1.747479662299156189e-02	1.934046484529972076e-02	1.625812947750091553e-01	6.390748918056488037e-02	7.126841694116592407e-02	1.405657082796096802e-01	1.611118577420711517e-02	1.330182515084743500e-02	7.284565269947052002e-02	4.101192578673362732e-02	4.335638880729675293e-02	4.212232679128646851e-02	2.570967972278594971e-01	1.655157096683979034e-02	3.853164985775947571e-02	9.531167149543762207e-02	9.668520092964172363e-02	2.064281105995178223e-01	5.458051711320877075e-02	1.054289191961288452e-02	8.678717911243438721e-02	7.549805194139480591e-02	5.408260598778724670e-02	1.310057286173105240e-02	5.502126738429069519e-02	1.027138717472553253e-02	4.284508526325225830e-02	3.712169826030731201e-02	2.119299471378326416e-01	3.475927934050559998e-02	1.190106794238090515e-01	4.868487268686294556e-02	9.930722415447235107e-02	2.016413807868957520e-01	4.411838948726654053e-02	4.032620787620544434e-02	4.524391889572143555e-02	4.632669091224670410e-01	1.720223724842071533e-01	8.514817059040069580e-02	1.247407346963882446e-01	2.586858533322811127e-02	6.005854532122612000e-02
2.300793975591659546e-01	3.938093408942222595e-02	1.403530500829219818e-02	3.264415860176086426e-01	5.478051025420427322e-03	3.723606839776039124e-02	1.720649190247058868e-03	1.099975034594535828e-02	9.331015869975090027e-03	3.022115491330623627e-02	1.927377842366695404e-02	2.943988190963864326e-03	1.747016562148928642e-03	1.879833824932575226e-02	1.125720515847206116e-02	3.667754819616675377e-03	1.330195553600788116e-02	3.045824589207768440e-03	4.365022759884595871e-03	5.026763770729303360e-03	1.455142162740230560e-02	1.828437321819365025e-03	4.978612065315246582e-01	4.240163043141365051e-02	1.601268798112869263e-01	3.305697441101074219e-02	3.983234521001577377e-03	2.132337540388107300e-03	4.315146245062351227e-03	1.355814635753631592e-01	1.005347818136215210e-03	1.983874291181564331e-02	2.613349817693233490e-02	4.433251917362213135e-03	5.213152151554822922e-03	5.554859712719917297e-02	8.275580406188964844e-02	5.359939485788345337e-02	1.028328482061624527e-02	7.198078557848930359e-03	6.570859346538782120e-03	4.612169414758682251e-02	1.811109483242034912e-02	8.234027773141860962e-02	3.231138689443469048e-03	2.002200186252593994e-01	5.775739438831806183e-03	8.313205908052623272e-04	2.876008860766887665e-02	2.393405418843030930e-03	2.586638554930686951e-02	3.117849864065647125e-02	4.770551249384880066e-02	2.441334538161754608e-02	1.279050670564174652e-02	6.086210906505584717e-02	3.725264687091112137e-03	1.575670540332794189e-01	1.324472366832196712e-03	7.173118647187948227e-03	7.236436009407043457e-02	4.913409356959164143e-04	1.730893366038799286e-02	1.843589358031749725e-02
5.172720924019813538e-02	5.764375999569892883e-02	8.284875191748142242e-03	2.942541800439357758e-02	4.946770612150430679e-03	6.470265984535217285e-02	1.664157141931355000e-03	1.363812536001205444e-01	9.132074192166328430e-03	4.386057332158088684e-02	5.978606641292572021e-02	2.466797595843672752e-03	1.746583264321088791e-03	1.548644527792930603e-02	2.596756443381309509e-02	2.116867341101169586e-03	1.891569793224334717e-02	5.144088994711637497e-03	6.573717109858989716e-03	8.432747796177864075e-03	2.301558293402194977e-02	1.512685907073318958e-03	2.021475881338119507e-02	6.819883733987808228e-02	4.820679500699043274e-02	3.757755458354949951e-02	5.798748228698968887e-03	1.815290423110127449e-03	4.841169808059930801e-03	5.953051522374153137e-02	1.453139819204807281e-03	1.731144078075885773e-02	3.629593849182128906e-01	6.983797531574964523e-03	4.791253246366977692e-03	1.014285609126091003e-01	3.633832558989524841e-02	5.716708302497863770e-02	3.291050717234611511e-02	2.495379932224750519e-02	9.367425926029682159e-03	3.634516149759292603e-02	1.156316623091697693e-01	1.621544659137725830e-01	2.134287962689995766e-03	2.465626597404479980e-02	5.874526686966419220e-03	1.186160603538155556e-03	1.179809868335723877e-01	4.304349422454833984e-03	4.242547228932380676e-02	4.092963784933090210e-02	1.322703342884778976e-02	1.958177983760833740e-02	1.972772926092147827e-02	3.749197721481323242e-02	3.540435805916786194e-03	2.699530310928821564e-02	4.415189847350120544e-03	9.518142789602279663e-03	4.528744146227836609e-02	8.290443802252411842e-04	1.095005869865417480e-02	2.065217308700084686e-02
2.615714445710182190e-02	1.671202182769775391e-01	4.175698850303888321e-03	7.493221201002597809e-03	1.938583794981241226e-03	2.535105124115943909e-02	7.616223301738500595e-04	5.534908771514892578e-01	4.755876492708921432e-03	3.524102643132209778e-02	2.905527353286743164e-01	1.141799381002783775e-03	9.605573723092675209e-04	1.406848616898059845e-02	2.324327230453491211e-01	1.144434907473623753e-03	1.322641130536794662e-02	2.275595907121896744e-03	5.624166224151849747e-03	3.393743187189102173e-03	8.667284622788429260e-03	7.614869973622262478e-04	5.300604738295078278e-03	3.503777086734771729e-02	4.117528349161148071e-02	1.614458113908767700e-02	2.290432807058095932e-03	1.016567577607929707e-03	2.026160713285207748e-03	5.562627688050270081e-02	5.915829678997397423e-04	8.062351495027542114e-03	8.864470571279525757e-02	3.610875457525253296e-03	2.436199458315968513e-03	2.695680037140846252e-02	2.898886427283287048e-02	1.394371092319488525e-01	9.342045523226261139e-03	6.390493828803300858e-03	3.034995170310139656e-03	4.966001585125923157e-02	5.263166129589080811e-02	9.870522469282150269e-02	1.219618134200572968e-03	9.104329161345958710e-03	2.651991555467247963e-03	4.251881618984043598e-04	9.697130322456359863e-02	1.540865283459424973e-03	1.453181076794862747e-02	8.757548034191131592e-02	6.711272057145833969e-03	1.360691711306571960e-02	7.419194094836711884e-03	2.803440950810909271e-02	1.355885877273976803e-03	1.123632490634918213e-02	1.111357240006327629e-03	4.529663361608982086e-03	2.986737340688705444e-02	3.188872942700982094e-04	6.359717808663845062e-03	1.103314664214849472e-02
9.508109651505947113e-03	6.435153540223836899e-03	7.842287421226501465e-03	3.335538087412714958e-03	1.375799532979726791e-02	2.104503847658634186e-02	6.363841705024242401e-03	3.444202709943056107e-03	8.075576275587081909e-03	1.322358567267656326e-02	1.412000623531639576e-03	7.155382540076971054e-03	8.446319028735160828e-03	5.559558980166912079e-03	2.218588488176465034e-03	4.421870689839124680e-03	1.370572485029697418e-02	2.290256507694721222e-02	2.099510747939348221e-03	6.859888881444931030e-02	1.535347010940313339e-02	6.152413319796323776e-03	8.532343432307243347e-03	6.303504575043916702e-03	3.099931869655847549e-03	1.534821558743715286e-02	3.702069818973541260e-02	1.049214624799787998e-03	7.035201415419578552e-03	2.802170114591717720e-03	6.096752360463142395e-03	1.739627122879028320e-02	1.246286649256944656e-02	9.890736080706119537e-03	8.591349236667156219e-03	1.266291365027427673e-02	5.934083368629217148e-03	1.514074509032070637e-03	5.309642851352691650e-02	9.139336645603179932e-03	1.590943150222301483e-02	5.209777038544416428e-03	8.300715126097202301e-03	4.980441648513078690e-03	9.232350857928395271e-04	7.326836697757244110e-03	3.351692343130707741e-03	7.313458714634180069e-03	3.415873739868402481e-03	2.378283068537712097e-02	1.708298921585083008e-02	2.823259681463241577e-03	6.695665419101715088e-03	9.109451435506343842e-03	3.789256140589714050e-02	8.782421238720417023e-03	1.016219519078731537e-02	7.279418408870697021e-03	1.898289658129215240e-02	9.749572724103927612e-03	1.714548096060752869e-02	1.546294428408145905e-02	1.380075328052043915e-02	5.342390537261962891e-01
7.442357391119003296e-02	7.456055283546447754e-02	1.703361608088016510e-02	5.254463851451873779e-02	5.743381101638078690e-03	3.481427207589149475e-02	1.893345732241868973e-03	1.737352088093757629e-02	1.019463688135147095e-02	2.281754091382026672e-02	5.417606979608535767e-02	4.952802322804927826e-03	1.838596654124557972e-03	2.281392365694046021e-02	5.563709512352943420e-02	4.071148578077554703e-03	1.445690449327230453e-02	3.595572430640459061e-03	2.657181816175580025e-03	5.821018945425748825e-03	1.632026769220829010e-02	2.193506574258208275e-03	4.897459223866462708e-02	6.197622045874595642e-02	1.207544133067131042e-01	6.307900696992874146e-02	4.704433027654886246e-03	1.777256606146693230e-03	4.214824642986059189e-03	9.585862606763839722e-02	1.353187137283384800e-03	1.863443106412887573e-02	2.863182127475738525e-02	4.056137055158615112e-03	6.392832379788160324e-03	7.621990889310836792e-02	6.692749261856079102e-02	9.752199053764343262e-02	1.127795968204736710e-02	6.944268010556697845e-03	6.453895475715398788e-03	7.420336455106735229e-02	2.008401043713092804e-02	6.849391758441925049e-02	3.585296683013439178e-03	7.617293298244476318e-02	5.235302262008190155e-03	1.478182617574930191e-03	2.789231203496456146e-02	3.180335741490125656e-03	2.875489741563796997e-02	4.684677347540855408e-02	3.519324958324432373e-02	2.817339822649955750e-02	1.412956602871417999e-02	3.142164945602416992e-01	3.757700091227889061e-03	6.916220486164093018e-02	2.133067930117249489e-03	9.321201592683792114e-03	5.004906654357910156e-02	7.262015715241432190e-04	1.157894264906644821e-02	1.382103189826011658e-02
4.773465171456336975e-02	2.406379729509353638e-01	8.506164886057376862e-03	2.116063609719276428e-02	3.515414195135235786e-03	3.071232698857784271e-02	1.376615371555089951e-03	9.145643562078475952e-02	9.687918238341808319e-03	3.243921324610710144e-02	3.011724352836608887e-01	2.175206551328301430e-03	1.627453370019793510e-03	1.963672600686550140e-02	5.046552419662475586e-01	1.875076326541602612e-03	1.802666857838630676e-02	3.328543389216065407e-03	4.174333065748214722e-03	5.073066800832748413e-03	1.427806075662374496e-02	1.372058875858783722e-03	1.341569889336824417e-02	5.813088640570640564e-02	1.196957901120185852e-01	2.935081906616687775e-02	3.769490635022521019e-03	1.637383713386952877e-03	2.839125227183103561e-03	1.112851426005363464e-01	8.515592198818922043e-04	1.210480369627475739e-02	2.899549901485443115e-02	4.177841357886791229e-03	3.586865961551666260e-03	2.792994119226932526e-02	5.032516270875930786e-02	2.600770890712738037e-01	8.777145296335220337e-03	5.930613726377487183e-03	3.508932422846555710e-03	1.267273724079132080e-01	2.467644400894641876e-02	7.671613991260528564e-02	1.984435366466641426e-03	3.398940712213516235e-02	3.555282717570662498e-03	6.486201309598982334e-04	4.991008341312408447e-02	2.251135651022195816e-03	1.599974185228347778e-02	1.109036803245544434e-01	2.461457252502441406e-02	2.317961864173412323e-02	1.032609026879072189e-02	1.010571047663688660e-01	2.095209434628486633e-03	3.194762393832206726e-02	1.477771089412271976e-03	6.180325988680124283e-03	4.331874474883079529e-02	4.497389309108257294e-04	8.603504858911037445e-03	1.231241598725318909e-02
2.912544459104537964e-02	3.575048595666885376e-02	6.356135476380586624e-03	1.094702351838350296e-02	7.788911461830139160e-03	3.865810111165046692e-02	1.298643182963132858e-03	2.453026361763477325e-02	7.287034299224615097e-03	4.165871739387512207e-01	3.172142058610916138e-02	2.107145730406045914e-03	1.606061006896197796e-03	2.005524933338165283e-02	1.585174724459648132e-02	2.175146713852882385e-03	7.132162898778915405e-02	6.684787571430206299e-02	9.008495211601257324e-01	3.466019406914710999e-02	2.037503197789192200e-02	1.549845677800476551e-03	1.264336798340082169e-02	5.884224921464920044e-02	1.687447540462017059e-02	1.954926177859306335e-02	8.896518498659133911e-03	1.709594740532338619e-03	3.723767353221774101e-03	3.029371984302997589e-02	5.230784881860017776e-03	1.222395617514848709e-02	3.853842988610267639e-02	5.568647384643554688e-01	3.505815984681248665e-03	2.073251828551292419e-02	2.696792781352996826e-02	2.672914788126945496e-02	5.557616800069808960e-02	1.366492547094821930e-02	4.047036636620759964e-03	1.757168583571910858e-02	5.871080234646797180e-02	5.764549970626831055e-02	1.920522656291723251e-03	1.220284122973680496e-02	3.395844483748078346e-03	8.419461548328399658e-03	4.630131423473358154e-01	4.991758987307548523e-02	1.345951575785875320e-02	3.668101131916046143e-02	6.797082256525754929e-03	1.920269429683685303e-02	6.036098301410675049e-02	1.983119361102581024e-02	1.002991944551467896e-02	1.153771579265594482e-02	1.422408223152160645e-01	2.261655218899250031e-02	4.363857209682464600e-02	3.380548581480979919e-02	1.498956605792045593e-02	2.215909585356712341e-02
3.742006793618202209e-02	2.635619975626468658e-02	8.855891413986682892e-03	1.612448133528232574e-02	3.992007579654455185e-03	2.479828335344791412e-02	1.224477658979594707e-03	1.683726906776428223e-02	5.606446415185928345e-03	1.543674059212207794e-02	1.444100588560104370e-02	2.256424166262149811e-03	1.156443729996681213e-03	1.340802945196628571e-02	9.353266097605228424e-03	2.697696210816502571e-03	7.487832102924585342e-03	2.017732942476868629e-03	2.035564742982387543e-03	3.856896422803401947e-03	8.263419382274150848e-03	1.538189011625945568e-03	2.819187007844448090e-02	1.767636463046073914e-02	2.793569117784500122e-02	2.949123643338680267e-02	2.811687765643000603e-03	1.123182126320898533e-03	1.225622557103633881e-02	2.445604838430881500e-02	7.402613409794867039e-04	3.084420971572399139e-02	4.774130508303642273e-02	2.684240695089101791e-03	7.783885579556226730e-03	3.041250705718994141e-01	2.587541379034519196e-02	1.558438595384359360e-02	8.394199423491954803e-03	4.955390002578496933e-03	4.054971784353256226e-02	1.917855814099311829e-02	1.324741356074810028e-02	5.510911718010902405e-02	1.902566174976527691e-03	1.849121041595935822e-02	3.152386844158172607e-02	7.734995451755821705e-04	1.830830983817577362e-02	1.810712739825248718e-03	1.367994397878646851e-01	1.443964336067438126e-02	1.064951252192258835e-02	1.551347132772207260e-02	1.160132605582475662e-02	8.384067565202713013e-02	3.421594854444265366e-03	5.183219909667968750e-02	1.026321086101233959e-03	5.950941704213619232e-03	5.040796473622322083e-02	4.026984679512679577e-04	1.366172358393669128e-02	1.412836369127035141e-02
1.776706986129283905e-02	1.514324359595775604e-02	1.296835839748382568e-01	8.187937550246715546e-03	2.343428283929824829e-01	3.116708062589168549e-02	4.114474952220916748e-01	5.227090790867805481e-03	2.658429145812988281e-01	1.217700075358152390e-02	4.334537312388420105e-03	1.409630030393600464e-01	3.617325425148010254e-01	1.158976275473833084e-02	5.605717189610004425e-03	1.184050366282463074e-01	1.728161424398422241e-02	5.612711422145366669e-03	1.678484026342630386e-03	3.777783736586570740e-02	9.764183312654495239e-02	3.122193515300750732e-01	9.719724766910076141e-03	1.733210869133472443e-02	1.224093232303857803e-02	8.390805125236511230e-02	1.712774932384490967e-01	4.303683936595916748e-01	3.210132569074630737e-02	1.056685019284486771e-02	3.271757364273071289e-01	7.310881465673446655e-02	1.478375308215618134e-02	5.753785371780395508e-03	9.266295284032821655e-02	1.663430035114288330e-02	2.438496425747871399e-02	5.839229095727205276e-03	1.038911100476980209e-02	1.100926380604505539e-02	1.415231451392173767e-02	7.113375514745712280e-02	8.600787259638309479e-03	7.240741513669490814e-03	2.382250428199768066e-01	4.797616228461265564e-02	8.733686059713363647e-03	2.061812132596969604e-01	4.030236043035984039e-03	1.208378300070762634e-01	1.754314079880714417e-02	8.581587113440036774e-03	1.932953745126724243e-01	8.985454589128494263e-02	5.478920787572860718e-02	1.749508641660213470e-02	1.212752386927604675e-01	4.945593699812889099e-02	1.489308290183544159e-02	1.777529157698154449e-02	3.213250264525413513e-02	1.924816966056823730e-01	2.048866637051105499e-02	2.233811840415000916e-02
